id,name,gender,address,state,ssn,zip,latitude,longitude,email,phone_number,first_visit,birth_date,sentiment,churn_risk,persona
20d212c3-a209-4b6c-838a-d9f3cddd838c,Leon Brandt,MALE,6412 Harvest Spring Gardens,ca,467-67-7674,67104,37.28,-98.58,ScottLeonardo@example.com,224-876-8298,10/3/1994,7/23/1926,NEUTRAL,16,3
f509468d-4066-4e34-b7a1-4f7ad69544b0,Russell Cornell,FEMALE,81586 Hazy Crow Lane,il,317-55-8977,93723,36.77,-119.95,MarthaBaker@example.com,457-509-6494,5/18/2010,5/1/1945,POSITIVE,3,2
7bf5bc71-74c1-4197-8357-781c3055e9e3,Heather Bolivar,FEMALE,36727 Strong River Stead,va,039-35-6193,19425,40.1,-75.64,MelissaGreen@example.com,236-301-4848,11/2/2006,6/22/1985,POSITIVE,26,3
c2aeebd1-9577-4f1a-a014-83e5703a26b1,Dorothy Mata,FEMALE,19429 Shady Branch Hollow,ar,407-19-0321,55550,44.78,-93.91,FreddieQuinones@example.com,222-678-7446,3/21/2006,9/22/1943,NEUTRAL,8,3
88cbf36a-9c4f-496b-8f26-bf98948a8609,Linda Wood,MALE,88175 Hush Autumn Lace,ny,504-11-6141,56041,44.14,-94.49,TerryRaine@example.com,307-658-8987,9/17/1995,4/18/1937,POSITIVE,10,3
0fee2b22-d13d-48f8-b80e-a5b8d3c2713f,Ricardo Heintzelman,FEMALE,28381 Cool Rock Villa,ca,231-19-6511,32511,30.44,-87.18,KennethHarris@example.com,360-427-6551,2/9/2006,2/28/1965,POSITIVE,3,2
2aa1c251-3218-4fe0-ab79-b21d6253edfe,Olin Pitts,MALE,41597 Long Maple Glade,ca,574-59-0266,17727,41.52,-77.45,FrankWilliams@example.com,623-505-6218,8/14/1999,9/8/1928,POSITIVE,18,2
db472ee7-be98-474f-9759-8bf5b5d4e3b9,Richard Ford,MALE,2550 Harvest Panda Estates,pa,251-71-1124,96728,19.87,-155.11,MarshaGibson@example.com,642-104-8668,1/4/2002,6/9/1965,POSITIVE,5,3
6d48ce3c-a9b8-4c21-a1b8-3a8dd325f480,Mark Lark,OTHER,4147 Iron Anchor View,mo,049-81-2756,12823,43.17,-73.4,DewayneAkers@example.com,442-407-1243,7/21/2005,4/2/1995,POSITIVE,1,3
f4b5d274-722b-4f8f-bd62-372c19005644,Lois Frey,MALE,1645 Pretty Crow Shoal,tx,574-80-9492,15658,40.24,-79.23,ArnoldoBenton@example.com,612-178-5995,5/29/2006,1/23/1949,NEGATIVE,2,2
31fd7fb9-76e7-4b5d-bb5a-5ad4805c70eb,Sandi Haggerty,FEMALE,25084 Merry Timber Vale,ma,584-39-4214,95741,38.58,-121.3,ConsueloLewis@example.com,977-249-7913,10/29/2000,5/10/1993,NEUTRAL,7,3
96c262b7-4a2a-4b17-b4f4-70ec0e86a2c8,Emma Roland,MALE,3863 Hush Grove Place,az,504-44-3105,70519,30.08,-91.9,LeeDevane@example.com,370-667-4912,2/23/2011,9/6/1987,POSITIVE,14,1
e36e9e21-9c56-4dbd-9439-afe2da704050,Gordon Summers,FEMALE,3045 Tender Anchor Villa,ca,158-61-3597,59702,45.9,-112.49,AnnaOtoole@example.com,844-932-5364,10/18/2006,12/12/1975,POSITIVE,1,2
14e23f26-ffa2-4078-86ef-0f6e919ffd27,George James,MALE,42797 Bent Forest Farms,ga,527-64-8358,87103,35.11,-106.62,KimWelch@example.com,305-805-2813,7/11/2009,3/12/1951,POSITIVE,5,3
b1ffc921-823b-4bae-816f-780469233bd4,James Haggard,MALE,868 Small Crow Alcove,tx,049-17-2422,28229,35.19,-80.83,MichaelSmith@example.com,179-558-7149,12/11/2008,9/19/1968,POSITIVE,7,2
925666e8-c29d-4cb1-a611-a984a42f96bf,Marjorie Cyr,MALE,610 Hidden Pumpkin Villa,pa,236-37-5395,78201,29.45,-98.5,MaggieMartinez@example.com,848-673-1284,10/19/2008,7/30/1999,NEUTRAL,14,3
55e47c85-494e-4e5c-bcd7-8767d035204b,Melissa Winger,FEMALE,353 Colonial Sky Glen,hi,626-36-9218,20901,39.01,-77.02,TimothyParis@example.com,788-111-9774,6/26/2013,12/16/1992,POSITIVE,1,1
57183e43-c3e7-43fd-a025-c6c1754ba922,David Moore,MALE,2462 Cold Forest Way,tx,448-71-5535,7090,40.65,-74.34,JoeBean@example.com,566-828-8598,3/17/2005,6/26/1991,NEGATIVE,3,3
9e018a48-1f7f-498c-b6e2-d6ef7c52a314,Tammy Mccain,MALE,53392 Cold Grove Meadow,co,502-90-2318,49746,45.06,-83.9,EmileBopp@example.com,892-980-5234,4/7/2008,9/29/1978,POSITIVE,5,3
41331846-fc6a-4ab0-a1a0-d7e2c3204414,George Bingham,FEMALE,20697 Merry Acorn Ledge,ms,222-97-6730,30101,34.05,-84.67,DorothyLazar@example.com,523-426-5859,9/25/1998,9/25/1982,POSITIVE,3,1
4edf36da-b089-4ad1-a40b-9934adeb3037,Kelley Wilson,MALE,72789 Emerald Castle Ledge,ca,399-83-7493,70658,30.51,-93.04,RonnieEverett@example.com,431-665-5872,3/27/2005,6/7/1978,NEUTRAL,1,1
f46350b7-f2ca-4bb2-a443-83860dd57ac6,Deborah Kimsey,FEMALE,23358 Honey Crow Glen,ca,576-03-8132,86001,35.23,-111.72,SteveWhatley@example.com,488-326-8091,10/15/1998,8/16/1961,NEUTRAL,6,2
569e63b1-2a9c-4dfe-9a6e-01deecb10dbe,Lynne Robinson,MALE,99938 Rough Pebble Byway,or,576-10-4228,44904,40.76,-82.52,JonathanGreen@example.com,974-818-2306,2/23/2010,5/18/1989,NEUTRAL,1,1
883a023f-0ece-49a6-b33c-130b5f7ecc52,Johnny Smith,FEMALE,18064 Pearl Bird Court,dc,517-70-2306,25159,38.47,-81.81,LorenzoGonzalez@example.com,352-541-2072,1/26/1996,10/15/1966,POSITIVE,1,1
e0177413-f82c-41c3-bfc9-2b251bfae051,Lupe Spencer,FEMALE,12166 Lonely Mountain Terrace,az,220-83-0377,11244,40.68,-73.99,EvelynSaulter@example.com,300-245-8788,6/25/2011,7/30/1984,NEUTRAL,3,3
5a96a4d4-2f17-45ae-a17e-0bc610f2e378,Tonya Shin,MALE,159 Twin Log Acres,va,527-71-6820,16066,40.71,-80.1,WillieGregory@example.com,865-587-3415,6/3/2001,4/17/1957,NEUTRAL,8,3
c249d823-0060-41eb-a82d-c59ebf4ccd16,Maria Holbrook,FEMALE,14640 Pleasant Willow Pace,il,588-53-1468,40915,36.87,-83.82,EdwardCrumpton@example.com,676-161-6940,1/2/2006,11/9/1945,NEUTRAL,7,2
71462068-8329-4289-ab6a-4066d4000997,Linda Service,MALE,21 Golden Maple Edge,nc,260-46-5955,96667,,,HelenCummins@example.com,120-506-5312,2/8/1997,7/5/1976,POSITIVE,3,2
804f6a29-319e-45f8-98de-7e540c3ab4c7,Daniel Hyde,FEMALE,1317 Thunder Rise Bayou,oh,424-05-9272,62069,39.07,-89.72,ScottSmith@example.com,386-308-2510,9/4/1994,10/4/1994,POSITIVE,1,3
1e411fd0-9209-41e3-8af5-e6aa8c02e8ee,John Jones,FEMALE,21590 Pretty Branch Pike,al,386-50-3963,15558,39.75,-79.08,MorrisHankins@example.com,868-615-1235,6/24/2007,2/12/1951,NEUTRAL,1,2
0b5f0a26-4170-4835-aeea-470134dc4414,James Efird,FEMALE,15441 Silent Crow Quay,sc,260-91-5506,30275,33.41,-84.91,ValeryWyman@example.com,989-859-4289,3/11/2012,4/8/1987,NEUTRAL,5,1
d699aff7-1efa-4558-9d99-7d42ddb27a14,Harriet Boyce,FEMALE,62367 Birch Gate Point,mo,588-39-0765,92501,33.99,-117.38,KennethBrown@example.com,469-224-4746,2/11/1999,8/9/1932,POSITIVE,14,1
aa4e2398-dcf3-4fb5-8ae9-eca6a96ed53c,Erica Baro,MALE,4813 Calm Rabbit Orchard,ny,361-02-3338,96624,,,LisaMoser@example.com,860-481-1797,4/28/2006,9/25/1945,POSITIVE,9,1
d8ea7744-b233-43bc-929f-8e04793d38b4,Stacy Palacios,MALE,18609 Grand Fawn Orchard,md,508-24-7516,28432,34.2,-78.79,JamesGomez@example.com,903-238-5526,2/25/1997,3/23/1929,NEUTRAL,18,3
6ab1098b-295f-4a3c-9eb4-a857a9c05ee7,Yvette Mazzone,MALE,31197 Pleasant Leaf Summit,wa,260-02-7615,47355,40.04,-84.94,LaurenDemarco@example.com,532-654-5458,11/1/2010,9/11/1932,NEUTRAL,16,1
25481149-ad90-401a-9545-9850add8fb8e,Robin Pedigo,MALE,662 Hazy Butternut Valley,ca,220-92-7039,56944,38.86,-76.99,JamesChrist@example.com,825-918-3932,7/2/2003,11/6/1967,POSITIVE,7,3
d57654e1-16f7-4b5b-89a2-96425cd9ec46,Jean Sullivan,FEMALE,14797 Windy Turtle Dale,al,399-77-0218,88589,31.84,-106.43,CandanceWebb@example.com,355-209-8380,5/21/2010,10/17/1953,NEUTRAL,10,1
ba8f5aad-64ad-437b-ac2d-afc6e6e80bac,John Jackson,FEMALE,55999 Quaking Butternut Farms,co,439-65-3662,68422,40.37,-96.72,RobertHarte@example.com,573-595-9732,1/11/1996,6/23/1982,POSITIVE,13,1
fde1b0e3-0ea7-4dc6-95e4-3efc40575a6e,Donald Taylor,FEMALE,27050 Shady Flower Jetty,oh,134-34-1883,15955,40.32,-78.76,DavidForman@example.com,449-324-9135,6/29/2013,8/8/1951,NEUTRAL,2,1
2bb1b95c-e7c8-4065-8a54-9b26f81356e1,Carol Black,MALE,18111 Burning Diamond Saunter,ny,502-05-1332,32609,29.67,-82.33,JenniferNoel@example.com,572-876-7725,7/8/2005,11/11/1962,NEGATIVE,6,2
845ec208-4d3e-4975-be77-9f114e2d56f1,Louise Penny,MALE,19373 Old Branch Gardens,mn,504-71-1907,95828,38.48,-121.4,JonHoskins@example.com,383-979-8811,6/25/1998,3/19/1934,POSITIVE,38,3
9792aced-686b-4976-9fb3-7f882272d987,Barbara Sanchez,FEMALE,67481 Auburn Hickory Bluff,wv,222-96-4164,48211,42.38,-83.1,MildredStewart@example.com,368-452-3095,4/22/1995,7/7/1997,POSITIVE,7,2
99051304-6ba0-4be0-a8f2-58cae88ddbbe,Elizabeth Bono,MALE,3976 Birch Island Run,mi,524-62-2610,98952,46.36,-120.78,JenniferBerk@example.com,277-685-2087,5/23/2011,4/11/1930,NEGATIVE,11,2
57683354-0977-4107-99b4-63be28529b79,Alice Rodrigues,FEMALE,25487 Velvet Prairie Farms,nm,399-22-3777,58125,46.87,-96.81,JohnMiller@example.com,954-544-8097,5/9/2010,5/4/1989,NEUTRAL,10,1
22123415-3af6-43a1-a7d8-fc40dd66a43b,Justin Brown,MALE,38649 Tawny Rabbit Dell,sc,515-91-3037,62090,38.67,-90.16,JonathanDunning@example.com,380-725-7272,10/23/2008,9/5/1934,NEUTRAL,3,3
5699cdc9-d917-41be-b6a6-18049a93dc4f,Lorraine Thai,MALE,10694 Lost Mountain Promenade,pa,485-77-2228,60507,41.76,-88.29,RobertFrey@example.com,595-166-2630,8/26/2002,2/4/1977,NEUTRAL,13,1
cb57788a-13c1-428b-a6e5-91a38edc57a1,Kendra Gray,FEMALE,54570 Honey Gate Highlands,ga,407-29-1341,68370,40.16,-97.58,MarieKuykendall@example.com,134-696-7819,8/18/2005,11/9/1964,POSITIVE,7,2
cc1031f8-cd69-467d-a1e4-4df369574ad9,Kelly Pang,MALE,15714 Heather Pond Jetty,sc,399-03-3711,5354,42.78,-72.52,TaylorRussell@example.com,297-130-5644,8/16/2009,1/12/1994,NEUTRAL,6,3
3adcfe94-d057-42ca-a7d7-d1c629686497,Lyla Adams,FEMALE,28447 Rustic Rock Wander,ca,585-81-1128,8534,40.32,-74.79,ZacharyYelverton@example.com,839-713-7965,12/31/2012,8/14/1951,POSITIVE,3,1
d409f36a-2bd7-485d-afa8-ec9d24c663df,Roman Pinder,MALE,48375 Iron Crow Chase,oh,584-94-5524,84772,37.77,-112.93,JasonGrindstaff@example.com,564-909-7534,5/25/1996,1/19/1961,NEUTRAL,19,1
ef0bed51-f3b0-4e89-af6b-b8ec6c1eca12,Jason Rivera,FEMALE,10024 Broad Peach Nook,ny,599-39-9056,84407,41.24,-111.96,BrandyThornley@example.com,730-248-3714,3/4/1995,1/1/1929,POSITIVE,3,2
5b17b133-6a06-4364-9c10-ed07d9b75417,Joseph Long,FEMALE,45 Round Mill Terrace,co,467-03-5262,25637,37.85,-82.04,JuliePontius@example.com,564-373-7993,10/20/2011,12/24/1945,POSITIVE,22,1
49ce1517-7dec-4576-a219-5fd5c15c496d,Eduardo Brown,MALE,12398 Clear Blossom Rove,pa,529-62-9032,94537,37.55,-122.01,JasonWeeks@example.com,495-451-7007,12/4/2004,8/26/1957,NEUTRAL,19,2
9b1c93de-95c6-4db0-8553-4ad203c7f966,Edward Thomas,FEMALE,26826 Long Grove Estates,mo,039-13-1100,44287,40.96,-82.1,WilburFountain@example.com,610-755-1386,12/2/1997,9/23/1992,POSITIVE,4,3
14795dfe-edfa-4ff1-90fc-470b96f4bdc4,Christopher Woodward,MALE,30258 Quaint Barn Chase,ny,302-85-8138,39461,31.16,-88.75,JaniceMello@example.com,441-656-7078,12/19/2005,9/28/1992,NEGATIVE,9,2
9a562796-c1fa-4a0e-a11e-d5213aa9df5c,Brian Coleman,MALE,35338 Bright Blossom Highlands,or,211-76-2060,30638,33.81,-83.4,LarryDuffy@example.com,230-640-2616,7/16/2003,9/10/1970,NEUTRAL,7,3
d851b0b1-2c1a-40d1-a955-806a222c9496,Corina Griffin,MALE,711 Dewy Chestnut Cove,in,386-82-4845,24606,37.28,-81.38,KellyDotson@example.com,719-632-4705,8/17/1997,1/17/1998,POSITIVE,1,2
36c0de96-1120-4f15-b216-ebcc75f252ea,Mary Hollander,MALE,48487 Foggy Dale Ledge,fl,544-56-2255,96101,41.43,-120.53,JacquelineJohnson@example.com,862-520-6382,6/11/2009,8/25/1964,POSITIVE,8,3
e92c4575-117c-4296-94aa-62ef1697a39b,Andrew Tyler,FEMALE,41476 Square Horse Run,ks,529-38-1677,19040,40.17,-75.1,WillardLane@example.com,131-597-2698,2/20/1999,4/19/1933,POSITIVE,3,3
25ecc7d3-4d93-4202-bed9-74c88916e966,Gary Benner,FEMALE,7319 Dusty Willow Gardens,nc,361-49-6283,20426,38.89,-77.03,CatherineJoseph@example.com,478-742-5818,2/1/2004,10/7/1979,NEUTRAL,6,1
098b857a-ee9a-4c8f-8b0b-b4c19ca2d7e3,Donna Moses,MALE,1004 Thunder Pioneer Ramble,al,236-16-6725,34006,,,SylviaMiley@example.com,822-494-2450,3/1/2007,9/13/1973,NEGATIVE,12,2
56c045e8-c359-4a85-b6fc-95d6b39016c2,Harold Pena,MALE,11458 Twin Elm Hollow,ca,439-32-3683,28083,35.49,-80.62,BrianWhite@example.com,925-626-2702,12/17/1999,3/25/1947,NEUTRAL,3,3
63a2ea62-89c6-4bb8-9aaf-7785ce557a30,Martha Lewis,FEMALE,27874 Rough Autumn Trek,va,588-81-2537,2112,42.35,-71.06,PatriciaWoods@example.com,481-781-9758,1/29/2002,7/15/1961,NEUTRAL,19,2
7ffcd241-4a94-4f07-9446-fe6d4ea8af08,Marilyn Schlichting,MALE,38728 Rustic Elm Lagoon,ca,448-20-7570,9245,,,RichardElks@example.com,404-751-7426,4/17/2010,2/1/1969,NEUTRAL,4,2
df568810-42d4-4898-843d-c2dfb3fa0495,Glen Matheson,MALE,17802 Rose View Acres,ny,236-60-7843,25943,37.61,-81.34,RickieSmith@example.com,504-428-1953,1/12/2005,12/21/1949,POSITIVE,1,1
97dc188c-4b9d-4b58-8509-cde21e8a6f19,Harold Walton,MALE,11493 Quaint Butterfly Valley,ia,595-63-1386,41859,37.43,-82.85,JeromeSullivan@example.com,765-769-8908,12/8/1996,1/23/1926,NEUTRAL,3,1
fcba2cb3-4515-47dc-b600-5944a81dc550,Gladys Johnson,OTHER,37611 Small Gate Mews,az,399-87-7248,3576,44.89,-71.49,CharlesBrown@example.com,445-734-8859,5/16/2008,1/31/1940,NEGATIVE,33,2
ff09f65d-81b5-4406-9ced-61de0ddce8a6,Jordan Jackson,MALE,63320 Grand Acorn Way,ks,599-09-0872,47360,39.99,-85.25,ArnoldBair@example.com,394-610-6543,1/31/1997,8/22/1978,NEGATIVE,6,3
93104313-5f40-43d4-9487-e308eff1cae4,Dorothy Ellis,FEMALE,17979 Quaking Pumpkin Corner,tx,236-85-1875,40988,36.88,-83.52,LindaHarding@example.com,973-158-1155,9/20/1996,5/10/1948,NEGATIVE,14,3
67da2b21-7e82-43bd-80a8-98fff60d6d6f,Bonnie Harris,MALE,44679 Birch Timber Vale,tn,415-31-9539,15006,40.54,-79.83,BarryWinters@example.com,819-661-6097,12/29/2012,3/26/1975,NEGATIVE,2,2
9810e31a-5e9f-4eee-8e7c-fba66bced57b,Kimberly Greene,FEMALE,30266 Silver Blossom Swale,nc,544-97-7583,24740,37.36,-81.1,SheilaSwenson@example.com,358-778-9879,5/1/1995,9/17/1959,POSITIVE,10,2
d21ec445-6a1c-4e04-a1c9-55d0f953d5bc,Willard Renner,FEMALE,9195 Bent Pumpkin Street,tx,524-06-8820,32820,28.5,-81.37,FreddieBonney@example.com,306-692-9438,4/1/1995,6/1/1969,NEUTRAL,1,1
4095bca6-c947-4d53-bcf9-7d4880b1497a,Roger Ward,FEMALE,65453 Emerald Axe Orchard,ny,231-50-5902,20426,38.89,-77.03,NancyMyers@example.com,602-215-3996,4/11/2006,5/4/1989,POSITIVE,1,3
40b691a7-48da-4946-ac79-4de92a013e19,Bobby Turcotte,FEMALE,21938 Merry Pumpkin Swale,ca,529-14-9024,93103,34.43,-119.68,HarveyEllis@example.com,328-441-5732,11/22/2009,5/10/1952,POSITIVE,6,2
ece7c88e-e74d-417d-b8c0-b6a2b0315f66,William Privette,MALE,55768 Burning Snake Street,co,222-49-8106,6023,41.61,-72.72,MilfordHitchcock@example.com,136-364-7805,12/28/2000,4/4/1992,POSITIVE,1,3
50092e3d-a480-4aeb-b342-71602bdb1856,Rosemary Mccallum,FEMALE,33089 Strong Shadow Drive,wi,399-43-2550,93608,36.45,-120.45,MyrtleReynolds@example.com,756-948-7090,5/19/1998,2/13/1988,POSITIVE,6,1
de17ebf3-0e4a-447b-bea8-76edee070cf7,Herbert Garcia,MALE,11232 Birch Deer Lagoon,oh,500-12-5382,98595,46.87,-124.11,LarryCochran@example.com,363-962-2949,3/13/2005,6/26/1937,NEGATIVE,32,1
50706904-e0f0-4b18-9c90-7677eb762bbe,Minnie Cosgrove,MALE,55812 Tawny Hickory Summit,va,386-86-5369,4358,44.39,-69.58,PatriciaClark@example.com,347-204-7762,12/3/1997,1/21/1973,POSITIVE,17,3
4943f9c9-aa2d-4fd0-a7ba-1c3e49d0637b,Michael Aron,FEMALE,10673 Pied Cloud Chase,or,544-75-0376,64114,39.09,-94.58,RachelGaston@example.com,121-483-8714,2/11/2000,6/26/1950,NEGATIVE,4,2
8d451a2c-b0bb-4cfd-9a77-5588d3f26097,Mary Williams,FEMALE,3252 Strong River Orchard,mo,158-64-1767,77961,28.8,-96.35,ElvisAaron@example.com,883-545-5938,6/27/2003,12/28/1971,NEGATIVE,7,1
0fadbea5-1bbc-41b9-a105-100b5ed45f6d,Amy Spurgeon,MALE,14017 Happy Blossom Nook,ks,231-49-6399,77831,30.74,-95.92,BarbaraZahn@example.com,833-374-9563,2/16/2013,11/21/1980,POSITIVE,3,2
9527b082-12a3-4615-a521-c12d506172da,Donte Culbreath,MALE,28468 Lazy Fox Acres,tx,448-15-4006,54542,45.83,-88.66,ShirleyFlannagan@example.com,210-766-1511,7/3/2006,1/16/1946,NEUTRAL,11,3
e95a02c9-0526-4b87-9fb6-5dfa8b1b6556,Kristie Gillingham,FEMALE,68 Cinder Harbor Byway,nc,520-27-4450,58355,48.57,-98.37,DougWilloughby@example.com,727-738-4609,2/22/1999,7/30/1971,POSITIVE,10,2
926b031e-6203-4e2b-9901-e6ac3ac7e834,Charles Mann,FEMALE,22231 Indian Rise Place,or,236-15-5273,66547,39.2,-96.3,CrystalTann@example.com,618-318-2434,1/17/1997,1/10/1963,POSITIVE,8,1
d1c9ae6d-4988-4fa2-aa88-50f3d0b1e7e4,Edna Givens,FEMALE,17050 Calm Stone Bank,wa,009-20-8640,35124,33.3,-86.79,DustinPaul@example.com,643-551-7525,2/8/2003,7/19/1947,POSITIVE,12,3
7f82334d-5029-46a4-8748-02a9d248e53e,Marian Hinton,MALE,451 Dewy Mountain Trail,fl,467-68-0341,20155,38.79,-77.61,JacquelynFranco@example.com,528-592-3965,8/29/2004,3/14/1948,POSITIVE,6,2
d5877c50-e1bf-454e-a398-42619080f348,Carol Khalil,MALE,47703 Sweet Treasure Ramble,ut,211-11-3801,31634,31.03,-82.75,DeborahShaw@example.com,935-650-1305,3/10/2000,5/16/1969,NEUTRAL,4,3
8338aac1-ef14-4eb0-94e8-960f3beabdf8,Chris Bell,MALE,70798 Crimson Robin Trail,fl,529-46-7639,30576,34.84,-83.43,JimmieMathew@example.com,919-789-7507,10/14/1998,8/21/1949,NEGATIVE,5,1
39f8e680-b925-4453-8665-07c5db1b99d5,Earl Woodward,MALE,2918 Pied Nectar Ledge,sd,302-97-1820,67638,39.64,-98.84,BuddyBenson@example.com,857-381-6691,1/24/1998,10/10/1944,NEUTRAL,12,3
4f8d81f8-4672-4078-ac7a-473698bb5d8c,Richard Ma,MALE,139 Rustic Stone Street,pa,432-96-4058,65723,36.94,-94,PaulaYarbrough@example.com,907-688-8872,7/23/2009,5/2/1939,POSITIVE,13,1
49613966-4510-4b08-b49c-aa7fb26f7dd6,William Adams,FEMALE,25731 Quaint Crow Place,pa,626-12-2224,77001,29.76,-95.38,JosephWaldron@example.com,641-360-4335,4/5/2002,11/3/1948,NEGATIVE,3,2
9489daea-8cf1-47b9-b3b2-bb5ba830e141,Edith Huntington,FEMALE,7778 Orange Shadow Dale,wv,009-72-1959,48157,41.8,-83.44,BrendaArevalo@example.com,664-152-6749,10/16/2001,12/21/1928,POSITIVE,1,2
a991f916-3303-4c3a-906b-55de54b1f4b0,Jana Crabtree,FEMALE,31301 Ivory Fawn Woods,ga,539-32-2707,17762,41.28,-76.7,GraceJones@example.com,705-324-4808,4/17/2005,7/6/1969,NEGATIVE,6,3
9a93fbf7-015f-4afe-8cff-f44061b402bd,Francis Bennett,FEMALE,4958 Orange Holly Bayou,in,595-79-0904,50597,42.96,-94.44,ChristopherEllenburg@example.com,353-753-4958,3/24/1997,5/7/1997,NEGATIVE,5,3
0e9c04d5-d115-4edb-a9fa-a7650e6a7f39,Andrew Demarco,FEMALE,8308 Misty Creek Bluff,oh,251-79-5054,78562,26.29,-97.92,AmandaLafond@example.com,545-591-2764,2/11/1996,1/12/1999,NEUTRAL,10,2
d5d73710-4c24-4df7-a9dd-fe1f2b8f2d7f,Julie Natale,MALE,1335 Turning Embers Crest,al,432-72-2306,33041,24.55,-81.78,EvaWarren@example.com,492-588-8523,5/7/1996,2/14/1953,NEUTRAL,2,2
c23924ea-2b5a-4265-ac74-cd5f645e9358,Rocky Hall,MALE,38094 Umber Elm Drive,ny,576-53-1752,10169,40.71,-73.99,CynthiaWood@example.com,943-148-4361,6/20/2004,3/9/1985,NEGATIVE,14,2
ba9ae924-3161-44d6-a79e-f9d473465b9c,Dolores Keeler,FEMALE,81962 Hush Snake Pass,al,544-65-9134,90755,33.8,-118.16,PhilipHall@example.com,524-726-9047,2/19/2001,7/9/1976,NEUTRAL,6,2
f6d5eeaa-ed09-453e-a14f-1fa5e7a1f2de,Thomas Dietz,FEMALE,5149 Strong Elm Landing,co,517-25-3631,2879,41.45,-71.51,RobertIsrael@example.com,101-206-5488,9/25/2005,8/15/1988,NEUTRAL,11,3
91111dcd-7180-487c-a53d-cf49a2e115b9,Harold Womack,MALE,1870 Misty Lake Saunter,mn,539-39-1210,25773,38.41,-82.43,LeonardoUrbano@example.com,573-127-1412,9/26/2009,11/24/1935,NEUTRAL,8,1
38602abe-0e5b-46d1-a918-1eaf336a0ba3,Patricia Morales,MALE,25815 Long Snake Arbor,in,211-01-8605,33983,26.89,-82.05,JohnJohnson@example.com,916-500-9887,4/9/1999,9/29/2000,POSITIVE,22,2
527fa33c-e12d-420c-b876-14265331324a,Victor Floyd,FEMALE,87963 Birch Pond Drive,ct,524-71-3763,44393,41.06,-81.52,DorathyBrookes@example.com,347-478-5054,3/27/2003,11/5/1992,NEUTRAL,1,3
b78629b8-1d85-4f35-91ef-04da66ba1ce5,Adam Dickerson,MALE,4983 Merry Hills Swale,fl,576-97-2610,81138,37,-105.63,JamesDustin@example.com,295-903-3625,12/20/2003,12/6/1990,NEUTRAL,9,1
59ec9a62-bce3-4e37-b752-f2b35bde300a,Robert Pilkington,FEMALE,32895 White Nest Stroll,la,432-06-0197,30259,33.28,-84.77,MarthaThomas@example.com,293-942-7554,8/7/2009,11/18/1937,POSITIVE,10,1
4427b2d7-6367-4111-b5b5-55f798d11ddd,Dennis Oneill,MALE,14906 Thunder Squirrel Bank,ut,407-18-7366,45336,40.43,-84.26,PollyChen@example.com,527-653-6805,9/8/2003,10/8/1950,NEGATIVE,7,1
